id,from_station_code,to_station_code,time_minutes,created_at,updated_at,event_type_code
585,TOKYU_V2_EDA,TOKYU_V2_ICHIGAO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
586,TOKYU_V2_EDA,TOKYU_V2_AZAMINO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
587,TOKYU_V2_FUDOMAE,TOKYU_V2_MUSASHIKOYAMA,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
588,TOKYU_V2_FUDOMAE,TOKYU_V2_MEGURO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
589,TOKYU_V2_FUJIGAOKA,TOKYU_V2_AOBADAI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
590,TOKYU_V2_FUJIGAOKA,TOKYU_V2_ICHIGAO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
591,TOKYU_V2_FUTAKOSHINCHI,TOKYU_V2_TAKATSU,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
592,TOKYU_V2_FUTAKOSHINCHI,TOKYU_V2_FUTAKOTAMAGAWA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
593,TOKYU_V2_FUTAKOTAMAGAWA,TOKYU_V2_FUTAKOSHINCHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
594,TOKYU_V2_FUTAKOTAMAGAWA,TOKYU_V2_YOGA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
595,TOKYU_V2_FUTAKOTAMAGAWA,TOKYU_V2_KAMINOGE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
596,TOKYU_V2_GAKUGEIDAIGAKU,TOKYU_V2_TORITSUDAIGAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
597,TOKYU_V2_GAKUGEIDAIGAKU,TOKYU_V2_YUTENJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
598,TOKYU_V2_GOTANDA,TOKYU_V2_OSAKIHIROKOJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
599,TOKYU_V2_HAKURAKU,TOKYU_V2_HIGASHIHAKURAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
600,TOKYU_V2_HAKURAKU,TOKYU_V2_MYORENJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
601,TOKYU_V2_HASUNUMA,TOKYU_V2_KAMATA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
602,TOKYU_V2_HASUNUMA,TOKYU_V2_IKEGAMI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
603,TOKYU_V2_HATANODAI,TOKYU_V2_KITASENZOKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
604,TOKYU_V2_HATANODAI,TOKYU_V2_EBARAMACHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
605,TOKYU_V2_HATANODAI,TOKYU_V2_NAGAHARA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
606,TOKYU_V2_HATANODAI,TOKYU_V2_EBARANAKANOBU,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
607,TOKYU_V2_HIGASHIHAKURAKU,TOKYU_V2_TANMACHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
608,TOKYU_V2_HIGASHIHAKURAKU,TOKYU_V2_HAKURAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
609,TOKYU_V2_HIYOSHI,TOKYU_V2_TSUNASHIMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
610,TOKYU_V2_HIYOSHI,TOKYU_V2_MOTOSUMIYOSHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
611,TOKYU_V2_HIYOSHI,TOKYU_V2_SHINTSUNASHIMA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
612,TOKYU_V2_ICHIGAO,TOKYU_V2_FUJIGAOKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
613,TOKYU_V2_ICHIGAO,TOKYU_V2_EDA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
614,TOKYU_V2_IKEGAMI,TOKYU_V2_HASUNUMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
615,TOKYU_V2_IKEGAMI,TOKYU_V2_CHIDORICHO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
616,TOKYU_V2_IKEJIRIOHASHI,TOKYU_V2_SANGENJAYA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
617,TOKYU_V2_IKEJIRIOHASHI,TOKYU_V2_SHIBUYA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
618,TOKYU_V2_ISHIKAWADAI,TOKYU_V2_YUKIGAYAOTSUKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
619,TOKYU_V2_ISHIKAWADAI,TOKYU_V2_SENZOKUIKE,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
620,TOKYU_V2_JIYUGAOKA,TOKYU_V2_DENENCHOFU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
621,TOKYU_V2_JIYUGAOKA,TOKYU_V2_TORITSUDAIGAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
622,TOKYU_V2_JIYUGAOKA,TOKYU_V2_KUHONBUTSU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
623,TOKYU_V2_JIYUGAOKA,TOKYU_V2_MIDORIGAOKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
624,TOKYU_V2_KAJIGAYA,TOKYU_V2_MIYAZAKIDAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
625,TOKYU_V2_KAJIGAYA,TOKYU_V2_MIZONOKUCHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
626,TOKYU_V2_KAMATA,TOKYU_V2_YAGUCHINOWATASHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
627,TOKYU_V2_KAMATA,TOKYU_V2_HASUNUMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
628,TOKYU_V2_KAMINOGE,TOKYU_V2_FUTAKOTAMAGAWA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
629,TOKYU_V2_KAMINOGE,TOKYU_V2_TODOROKI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
630,TOKYU_V2_KIKUNA,TOKYU_V2_MYORENJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
631,TOKYU_V2_KIKUNA,TOKYU_V2_OKURAYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
632,TOKYU_V2_KITASENZOKU,TOKYU_V2_OOKAYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
633,TOKYU_V2_KITASENZOKU,TOKYU_V2_HATANODAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
634,TOKYU_V2_KOMAZAWADAIGAKU,TOKYU_V2_SAKURASHINMACHI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
635,TOKYU_V2_KOMAZAWADAIGAKU,TOKYU_V2_SANGENJAYA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
636,TOKYU_V2_KUGAHARA,TOKYU_V2_CHIDORICHO,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
637,TOKYU_V2_KUGAHARA,TOKYU_V2_ONTAKESAN,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
638,TOKYU_V2_KUHONBUTSU,TOKYU_V2_OYAMADAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
639,TOKYU_V2_KUHONBUTSU,TOKYU_V2_JIYUGAOKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
640,TOKYU_V2_MEGURO,TOKYU_V2_FUDOMAE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
641,TOKYU_V2_MIDORIGAOKA,TOKYU_V2_JIYUGAOKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
642,TOKYU_V2_MIDORIGAOKA,TOKYU_V2_OOKAYAMA,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
643,TOKYU_V2_MINAMIMACHIDAGRANBERRYPARK,TOKYU_V2_TSUKIMINO,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
644,TOKYU_V2_MINAMIMACHIDAGRANBERRYPARK,TOKYU_V2_SUZUKAKEDAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
645,TOKYU_V2_MINATOMIRAI,TOKYU_V2_BASHAMICHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
646,TOKYU_V2_MINATOMIRAI,TOKYU_V2_SHINTAKASHIMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
647,TOKYU_V2_MIYAMAEDAIRA,TOKYU_V2_SAGINUMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
648,TOKYU_V2_MIYAMAEDAIRA,TOKYU_V2_MIYAZAKIDAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
649,TOKYU_V2_MIYAZAKIDAI,TOKYU_V2_MIYAMAEDAIRA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
650,TOKYU_V2_MIYAZAKIDAI,TOKYU_V2_KAJIGAYA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
651,TOKYU_V2_MIZONOKUCHI,TOKYU_V2_KAJIGAYA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
652,TOKYU_V2_MIZONOKUCHI,TOKYU_V2_TAKATSU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
653,TOKYU_V2_MOTOMACHICHUKAGAI,TOKYU_V2_NIHONODORI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
654,TOKYU_V2_MOTOSUMIYOSHI,TOKYU_V2_HIYOSHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
655,TOKYU_V2_MOTOSUMIYOSHI,TOKYU_V2_MUSASHIKOSUGI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
656,TOKYU_V2_MUSASHIKOSUGI,TOKYU_V2_MOTOSUMIYOSHI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
657,TOKYU_V2_MUSASHIKOSUGI,TOKYU_V2_SHINMARUKO,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
658,TOKYU_V2_MUSASHIKOYAMA,TOKYU_V2_NISHIKOYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
659,TOKYU_V2_MUSASHIKOYAMA,TOKYU_V2_FUDOMAE,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
660,TOKYU_V2_MUSASHINITTA,TOKYU_V2_SHIMOMARUKO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
661,TOKYU_V2_MUSASHINITTA,TOKYU_V2_YAGUCHINOWATASHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
662,TOKYU_V2_MYORENJI,TOKYU_V2_HAKURAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
663,TOKYU_V2_MYORENJI,TOKYU_V2_KIKUNA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
664,TOKYU_V2_NAGAHARA,TOKYU_V2_SENZOKUIKE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
665,TOKYU_V2_NAGAHARA,TOKYU_V2_HATANODAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
666,TOKYU_V2_NAGATSUTA,TOKYU_V2_TSUKUSHINO,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
667,TOKYU_V2_NAGATSUTA,TOKYU_V2_TANA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
668,TOKYU_V2_NAKAMEGURO,TOKYU_V2_YUTENJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
669,TOKYU_V2_NAKAMEGURO,TOKYU_V2_DAIKANYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
670,TOKYU_V2_NAKANOBU,TOKYU_V2_EBARAMACHI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
671,TOKYU_V2_NAKANOBU,TOKYU_V2_TOGOSHIKOEN,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
672,TOKYU_V2_NIHONODORI,TOKYU_V2_MOTOMACHICHUKAGAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
673,TOKYU_V2_NIHONODORI,TOKYU_V2_BASHAMICHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
674,TOKYU_V2_NISHIKOYAMA,TOKYU_V2_SENZOKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
675,TOKYU_V2_NISHIKOYAMA,TOKYU_V2_MUSASHIKOYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
676,TOKYU_V2_NUMABE,TOKYU_V2_TAMAGAWA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
677,TOKYU_V2_NUMABE,TOKYU_V2_UNOKI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
678,TOKYU_V2_OIMACHI,TOKYU_V2_SHIMOSHINMEI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
679,TOKYU_V2_OKURAYAMA,TOKYU_V2_KIKUNA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
680,TOKYU_V2_OKURAYAMA,TOKYU_V2_TSUNASHIMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
681,TOKYU_V2_OKUSAWA,TOKYU_V2_DENENCHOFU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
682,TOKYU_V2_OKUSAWA,TOKYU_V2_OOKAYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
683,TOKYU_V2_ONTAKESAN,TOKYU_V2_KUGAHARA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
684,TOKYU_V2_ONTAKESAN,TOKYU_V2_YUKIGAYAOTSUKA,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
685,TOKYU_V2_OOKAYAMA,TOKYU_V2_MIDORIGAOKA,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
686,TOKYU_V2_OOKAYAMA,TOKYU_V2_KITASENZOKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
687,TOKYU_V2_OOKAYAMA,TOKYU_V2_OKUSAWA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
688,TOKYU_V2_OOKAYAMA,TOKYU_V2_SENZOKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
689,TOKYU_V2_OSAKIHIROKOJI,TOKYU_V2_TOGOSHIGINZA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
690,TOKYU_V2_OSAKIHIROKOJI,TOKYU_V2_GOTANDA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
691,TOKYU_V2_OYAMADAI,TOKYU_V2_TODOROKI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
692,TOKYU_V2_OYAMADAI,TOKYU_V2_KUHONBUTSU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
693,TOKYU_V2_SAGINUMA,TOKYU_V2_TAMAPLAZA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
694,TOKYU_V2_SAGINUMA,TOKYU_V2_MIYAMAEDAIRA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
695,TOKYU_V2_SAKURASHINMACHI,TOKYU_V2_YOGA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
696,TOKYU_V2_SAKURASHINMACHI,TOKYU_V2_KOMAZAWADAIGAKU,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
697,TOKYU_V2_SANGENJAYA,TOKYU_V2_KOMAZAWADAIGAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
698,TOKYU_V2_SANGENJAYA,TOKYU_V2_IKEJIRIOHASHI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
699,TOKYU_V2_SENZOKU,TOKYU_V2_OOKAYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
700,TOKYU_V2_SENZOKU,TOKYU_V2_NISHIKOYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
701,TOKYU_V2_SENZOKUIKE,TOKYU_V2_ISHIKAWADAI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
702,TOKYU_V2_SENZOKUIKE,TOKYU_V2_NAGAHARA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
703,TOKYU_V2_SHIBUYA,TOKYU_V2_DAIKANYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
704,TOKYU_V2_SHIBUYA,TOKYU_V2_IKEJIRIOHASHI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
705,TOKYU_V2_SHIMOMARUKO,TOKYU_V2_UNOKI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
706,TOKYU_V2_SHIMOMARUKO,TOKYU_V2_MUSASHINITTA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
707,TOKYU_V2_SHIMOSHINMEI,TOKYU_V2_TOGOSHIKOEN,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
708,TOKYU_V2_SHIMOSHINMEI,TOKYU_V2_OIMACHI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
709,TOKYU_V2_SHINMARUKO,TOKYU_V2_MUSASHIKOSUGI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
710,TOKYU_V2_SHINMARUKO,TOKYU_V2_TAMAGAWA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
711,TOKYU_V2_SHINTAKASHIMA,TOKYU_V2_MINATOMIRAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
712,TOKYU_V2_SHINTAKASHIMA,TOKYU_V2_YOKOHAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
713,TOKYU_V2_SHINTSUNASHIMA,TOKYU_V2_HIYOSHI,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
714,TOKYU_V2_SHINTSUNASHIMA,TOKYU_V2_SHINYOKOHAMA,4,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
715,TOKYU_V2_SHINYOKOHAMA,TOKYU_V2_SHINTSUNASHIMA,4,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
716,TOKYU_V2_SUZUKAKEDAI,TOKYU_V2_MINAMIMACHIDAGRANBERRYPARK,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
717,TOKYU_V2_SUZUKAKEDAI,TOKYU_V2_TSUKUSHINO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
718,TOKYU_V2_TAKATSU,TOKYU_V2_MIZONOKUCHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
719,TOKYU_V2_TAKATSU,TOKYU_V2_FUTAKOSHINCHI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
720,TOKYU_V2_TAMAGAWA,TOKYU_V2_SHINMARUKO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
721,TOKYU_V2_TAMAGAWA,TOKYU_V2_DENENCHOFU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
722,TOKYU_V2_TAMAGAWA,TOKYU_V2_NUMABE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
723,TOKYU_V2_TAMAPLAZA,TOKYU_V2_AZAMINO,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
724,TOKYU_V2_TAMAPLAZA,TOKYU_V2_SAGINUMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
725,TOKYU_V2_TANA,TOKYU_V2_NAGATSUTA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
726,TOKYU_V2_TANA,TOKYU_V2_AOBADAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
727,TOKYU_V2_TANMACHI,TOKYU_V2_YOKOHAMA,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
728,TOKYU_V2_TANMACHI,TOKYU_V2_HIGASHIHAKURAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
729,TOKYU_V2_TODOROKI,TOKYU_V2_KAMINOGE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
730,TOKYU_V2_TODOROKI,TOKYU_V2_OYAMADAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
731,TOKYU_V2_TOGOSHIGINZA,TOKYU_V2_EBARANAKANOBU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
732,TOKYU_V2_TOGOSHIGINZA,TOKYU_V2_OSAKIHIROKOJI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
733,TOKYU_V2_TOGOSHIKOEN,TOKYU_V2_NAKANOBU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
734,TOKYU_V2_TOGOSHIKOEN,TOKYU_V2_SHIMOSHINMEI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
735,TOKYU_V2_TORITSUDAIGAKU,TOKYU_V2_JIYUGAOKA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
736,TOKYU_V2_TORITSUDAIGAKU,TOKYU_V2_GAKUGEIDAIGAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
737,TOKYU_V2_TSUKIMINO,TOKYU_V2_CHUORINKAN,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
738,TOKYU_V2_TSUKIMINO,TOKYU_V2_MINAMIMACHIDAGRANBERRYPARK,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
739,TOKYU_V2_TSUKUSHINO,TOKYU_V2_SUZUKAKEDAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
740,TOKYU_V2_TSUKUSHINO,TOKYU_V2_NAGATSUTA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
741,TOKYU_V2_TSUNASHIMA,TOKYU_V2_OKURAYAMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
742,TOKYU_V2_TSUNASHIMA,TOKYU_V2_HIYOSHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
743,TOKYU_V2_UNOKI,TOKYU_V2_NUMABE,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
744,TOKYU_V2_UNOKI,TOKYU_V2_SHIMOMARUKO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
745,TOKYU_V2_YAGUCHINOWATASHI,TOKYU_V2_MUSASHINITTA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
746,TOKYU_V2_YAGUCHINOWATASHI,TOKYU_V2_KAMATA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
747,TOKYU_V2_YOGA,TOKYU_V2_FUTAKOTAMAGAWA,3,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
748,TOKYU_V2_YOGA,TOKYU_V2_SAKURASHINMACHI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
749,TOKYU_V2_YOKOHAMA,TOKYU_V2_SHINTAKASHIMA,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
750,TOKYU_V2_YOKOHAMA,TOKYU_V2_TANMACHI,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
751,TOKYU_V2_YUKIGAYAOTSUKA,TOKYU_V2_ONTAKESAN,1,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
752,TOKYU_V2_YUKIGAYAOTSUKA,TOKYU_V2_ISHIKAWADAI,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
753,TOKYU_V2_YUTENJI,TOKYU_V2_GAKUGEIDAIGAKU,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2
754,TOKYU_V2_YUTENJI,TOKYU_V2_NAKAMEGURO,2,2025-09-17 11:13:32.426,2025-09-17 11:13:32.426,TOKYU_V2